MosaicID,Score,TitleType,TitleCategory,Name
260,84,Regional Radio,Radio,Humm Persona 5C 
260,80,Local Radio - Ulster,Radio,Humm Persona 5C 
260,58,National Radio,Radio,Humm Persona 5C 
260,33,Local Radio - Connaught,Radio,Humm Persona 5C 
261,3032,TV,TV,Humm Persona 5D 
261,2008,Magazine,Print,Humm Persona 5D 
261,1445,Out of Home,OOH,Humm Persona 5D 
261,1332,National Newspaper,Print,Humm Persona 5D 
261,1096,Social,Digital,Humm Persona 5D 
261,1090,Podcast,Digital,Humm Persona 5D 
261,252,Online Media,Digital,Humm Persona 5D 
261,250,Local Radio - Dublin,Radio,Humm Persona 5D 
261,203,VOD,TV,Humm Persona 5D 
261,185,Local Radio - Leinster (Excluding Dublin),Radio,Humm Persona 5D 
261,131,Local Radio - Munster,Radio,Humm Persona 5D 
261,84,Regional Radio,Radio,Humm Persona 5D 
261,80,Local Radio - Ulster,Radio,Humm Persona 5D 
261,58,National Radio,Radio,Humm Persona 5D 
261,33,Local Radio - Connaught,Radio,Humm Persona 5D 
262,3032,TV,TV,Humm Persona 5E 
262,2008,Magazine,Print,Humm Persona 5E 
262,1445,Out of Home,OOH,Humm Persona 5E 
262,1332,National Newspaper,Print,Humm Persona 5E 
262,1096,Social,Digital,Humm Persona 5E 
262,1090,Podcast,Digital,Humm Persona 5E 
262,250,Local Radio - Dublin,Radio,Humm Persona 5E 
262,203,VOD,TV,Humm Persona 5E 
262,185,Local Radio - Leinster (Excluding Dublin),Radio,Humm Persona 5E 
262,131,Local Radio - Munster,Radio,Humm Persona 5E 
262,84,Regional Radio,Radio,Humm Persona 5E 
262,80,Local Radio - Ulster,Radio,Humm Persona 5E 
262,58,National Radio,Radio,Humm Persona 5E 
262,33,Local Radio - Connaught,Radio,Humm Persona 5E 
263,4945,TV,TV,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,2241,Magazine,Print,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,2073,Social,Digital,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,1579,National Newspaper,Print,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,1409,Podcast,Digital,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,1291,Out of Home,OOH,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,851,Online Media,Digital,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,461,VOD,TV,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,330,Local Radio - Dublin,Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,313,Local Radio - Munster,Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,222,Local Radio - Leinster (Excluding Dublin),Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,205,Regional Radio,Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,173,National Radio,Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,91,Local Radio - Connaught,Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
263,48,Local Radio - Ulster,Radio,"New Co | Age 25 - 64 | Director Manager, Middle Manager, Senior Executive, Professional "
264,1186,Social,Digital,Miracle | Age 21 - 29 | University Degree
264,775,TV,TV,Miracle | Age 21 - 29 | University Degree
264,719,Magazine,Print,Miracle | Age 21 - 29 | University Degree
264,691,Podcast,Digital,Miracle | Age 21 - 29 | University Degree
264,509,Out of Home,OOH,Miracle | Age 21 - 29 | University Degree
264,457,National Newspaper,Print,Miracle | Age 21 - 29 | University Degree
264,362,Online Media,Digital,Miracle | Age 21 - 29 | University Degree
264,111,VOD,TV,Miracle | Age 21 - 29 | University Degree
264,100,Local Radio - Dublin,Radio,Miracle | Age 21 - 29 | University Degree
264,70,Local Radio - Munster,Radio,Miracle | Age 21 - 29 | University Degree
264,61,Regional Radio,Radio,Miracle | Age 21 - 29 | University Degree
264,58,Local Radio - Leinster (Excluding Dublin),Radio,Miracle | Age 21 - 29 | University Degree
264,47,National Radio,Radio,Miracle | Age 21 - 29 | University Degree
264,19,Local Radio - Connaught,Radio,Miracle | Age 21 - 29 | University Degree
264,13,Local Radio - Ulster,Radio,Miracle | Age 21 - 29 | University Degree
265,1461,Out of Home,OOH,Glenisk
265,1219,TV,TV,Glenisk
265,983,Social,Digital,Glenisk
265,381,Online Media,Digital,Glenisk
265,357,Local Radio - Dublin,Radio,Glenisk
265,305,Magazine,Print,Glenisk
265,263,National Newspaper,Print,Glenisk
265,164,Audio - Digital,Digital,Glenisk
265,140,Local Radio - Munster,Radio,Glenisk
265,134,Local Radio - Leinster (Excluding Dublin),Radio,Glenisk
265,120,National Radio,Radio,Glenisk
265,77,Regional Radio,Radio,Glenisk
265,33,Local Radio - Connaught,Radio,Glenisk
265,12,Local Radio - Ulster,Radio,Glenisk
266,3430,Magazine,Print,Buymedia Target 1: Marketing Executives
266,1240,National Newspaper,Print,Buymedia Target 1: Marketing Executives
266,1028,Out of Home,OOH,Buymedia Target 1: Marketing Executives
266,907,Podcast,Digital,Buymedia Target 1: Marketing Executives
266,797,Online Media,Digital,Buymedia Target 1: Marketing Executives
266,758,TV,TV,Buymedia Target 1: Marketing Executives
266,725,Social,Digital,Buymedia Target 1: Marketing Executives
266,506,Local Radio - Munster,Radio,Buymedia Target 1: Marketing Executives
266,424,Local Radio - Leinster (Excluding Dublin),Radio,Buymedia Target 1: Marketing Executives
266,201,Local Radio - Dublin,Radio,Buymedia Target 1: Marketing Executives
266,192,Regional Radio,Radio,Buymedia Target 1: Marketing Executives
266,189,Local Radio - Connaught,Radio,Buymedia Target 1: Marketing Executives
266,117,Local Radio - Ulster,Radio,Buymedia Target 1: Marketing Executives
266,109,VOD,TV,Buymedia Target 1: Marketing Executives
266,47,National Radio,Radio,Buymedia Target 1: Marketing Executives
267,1680,TV,TV,Buymedia Target Audience 2 Marketing Manager/ Director
267,390,Social,Digital,Buymedia Target Audience 2 Marketing Manager/ Director
267,362,Magazine,Print,Buymedia Target Audience 2 Marketing Manager/ Director
267,321,Out of Home,OOH,Buymedia Target Audience 2 Marketing Manager/ Director
267,319,National Newspaper,Print,Buymedia Target Audience 2 Marketing Manager/ Director
267,174,Podcast,Digital,Buymedia Target Audience 2 Marketing Manager/ Director
267,126,Online Media,Digital,Buymedia Target Audience 2 Marketing Manager/ Director
267,123,VOD,TV,Buymedia Target Audience 2 Marketing Manager/ Director
267,72,Local Radio - Dublin,Radio,Buymedia Target Audience 2 Marketing Manager/ Director
267,52,National Radio,Radio,Buymedia Target Audience 2 Marketing Manager/ Director
267,18,Local Radio - Munster,Radio,Buymedia Target Audience 2 Marketing Manager/ Director
267,17,Local Radio - Leinster (Excluding Dublin),Radio,Buymedia Target Audience 2 Marketing Manager/ Director
267,6,Local Radio - Connaught,Radio,Buymedia Target Audience 2 Marketing Manager/ Director
267,4,Local Radio - Ulster,Radio,Buymedia Target Audience 2 Marketing Manager/ Director
267,2,Regional Radio,Radio,Buymedia Target Audience 2 Marketing Manager/ Director
269,5436,TV,TV,Virgin Media Customers | Live in Dublin 
269,2749,Social,Digital,Virgin Media Customers | Live in Dublin 
269,2199,Out of Home,OOH,Virgin Media Customers | Live in Dublin 
269,2007,Magazine,Print,Virgin Media Customers | Live in Dublin 
269,1767,National Newspaper,Print,Virgin Media Customers | Live in Dublin 
269,1360,Podcast,Digital,Virgin Media Customers | Live in Dublin 
269,823,Online Media,Digital,Virgin Media Customers | Live in Dublin 
269,714,Local Radio - Dublin,Radio,Virgin Media Customers | Live in Dublin 
269,632,VOD,TV,Virgin Media Customers | Live in Dublin 
269,254,Local Radio - Munster,Radio,Virgin Media Customers | Live in Dublin 
269,206,Local Radio - Leinster (Excluding Dublin),Radio,Virgin Media Customers | Live in Dublin 
269,123,National Radio,Radio,Virgin Media Customers | Live in Dublin 
269,116,Local Radio - Connaught,Radio,Virgin Media Customers | Live in Dublin 
269,108,Regional Radio,Radio,Virgin Media Customers | Live in Dublin 
269,39,Local Radio - Ulster,Radio,Virgin Media Customers | Live in Dublin 
270,7235,TV,TV,"M | Full time | Senior, technical roles"
270,2600,Magazine,Print,"M | Full time | Senior, technical roles"
270,2062,National Newspaper,Print,"M | Full time | Senior, technical roles"
270,1764,Social,Digital,"M | Full time | Senior, technical roles"
270,1571,Out of Home,OOH,"M | Full time | Senior, technical roles"
270,1133,Podcast,Digital,"M | Full time | Senior, technical roles"
270,694,Online Media,Digital,"M | Full time | Senior, technical roles"
270,428,Local Radio - Munster,Radio,"M | Full time | Senior, technical roles"
270,364,Local Radio - Leinster (Excluding Dublin),Radio,"M | Full time | Senior, technical roles"
270,343,VOD,TV,"M | Full time | Senior, technical roles"
270,251,Local Radio - Dublin,Radio,"M | Full time | Senior, technical roles"
270,215,Regional Radio,Radio,"M | Full time | Senior, technical roles"
270,188,National Radio,Radio,"M | Full time | Senior, technical roles"
270,150,Local Radio - Connaught,Radio,"M | Full time | Senior, technical roles"
270,115,Local Radio - Ulster,Radio,"M | Full time | Senior, technical roles"
271,1524,TV,TV,"F | Full time | Senior, technical roles"
271,1075,Social,Digital,"F | Full time | Senior, technical roles"
271,802,Magazine,Print,"F | Full time | Senior, technical roles"
271,726,Podcast,Digital,"F | Full time | Senior, technical roles"
271,600,National Newspaper,Print,"F | Full time | Senior, technical roles"
271,494,Online Media,Digital,"F | Full time | Senior, technical roles"
271,494,Out of Home,OOH,"F | Full time | Senior, technical roles"
271,177,Local Radio - Dublin,Radio,"F | Full time | Senior, technical roles"
271,167,VOD,TV,"F | Full time | Senior, technical roles"
271,119,Local Radio - Munster,Radio,"F | Full time | Senior, technical roles"
271,97,Regional Radio,Radio,"F | Full time | Senior, technical roles"
271,89,Local Radio - Leinster (Excluding Dublin),Radio,"F | Full time | Senior, technical roles"
271,62,National Radio,Radio,"F | Full time | Senior, technical roles"
271,49,Local Radio - Connaught,Radio,"F | Full time | Senior, technical roles"
271,25,Local Radio - Ulster,Radio,"F | Full time | Senior, technical roles"
272,10159,TV,TV,Virgin Media | Dublin
272,4776,Magazine,Print,Virgin Media | Dublin
272,4490,Social,Digital,Virgin Media | Dublin
272,4446,Out of Home,OOH,Virgin Media | Dublin
272,3056,National Newspaper,Print,Virgin Media | Dublin
272,2208,Podcast,Digital,Virgin Media | Dublin
272,1864,Online Media,Digital,Virgin Media | Dublin
272,1526,Local Radio - Dublin,Radio,Virgin Media | Dublin
272,726,VOD,TV,Virgin Media | Dublin
272,610,Local Radio - Leinster (Excluding Dublin),Radio,Virgin Media | Dublin
272,336,Local Radio - Munster,Radio,Virgin Media | Dublin
272,207,Regional Radio,Radio,Virgin Media | Dublin
272,196,Local Radio - Connaught,Radio,Virgin Media | Dublin
272,149,National Radio,Radio,Virgin Media | Dublin
272,139,Local Radio - Ulster,Radio,Virgin Media | Dublin
274,1696,TV,TV,Eir - Dublin
274,1024,Magazine,Print,Eir - Dublin
274,801,Out of Home,OOH,Eir - Dublin
274,739,Social,Digital,Eir - Dublin
274,572,Podcast,Digital,Eir - Dublin
274,507,National Newspaper,Print,Eir - Dublin
274,350,Online Media,Digital,Eir - Dublin
274,286,Local Radio - Dublin,Radio,Eir - Dublin
274,119,VOD,TV,Eir - Dublin
274,102,National Radio,Radio,Eir - Dublin
274,85,Regional Radio,Radio,Eir - Dublin
274,78,Local Radio - Leinster (Excluding Dublin),Radio,Eir - Dublin
274,66,Local Radio - Munster,Radio,Eir - Dublin
274,37,Local Radio - Connaught,Radio,Eir - Dublin
274,26,Local Radio - Ulster,Radio,Eir - Dublin
275,2561,TV,TV,Dublin | VM | 2021
275,1812,Social,Digital,Dublin | VM | 2021
275,1689,Out of Home,OOH,Dublin | VM | 2021
275,1653,Magazine,Print,Dublin | VM | 2021
275,1222,National Newspaper,Print,Dublin | VM | 2021
275,827,Podcast,Digital,Dublin | VM | 2021
275,595,Online Media,Digital,Dublin | VM | 2021
275,496,Local Radio - Dublin,Radio,Dublin | VM | 2021
275,361,VOD,TV,Dublin | VM | 2021
275,239,National Radio,Radio,Dublin | VM | 2021
275,146,Regional Radio,Radio,Dublin | VM | 2021
275,93,Local Radio - Leinster (Excluding Dublin),Radio,Dublin | VM | 2021
275,85,Local Radio - Munster,Radio,Dublin | VM | 2021
275,68,Local Radio - Connaught,Radio,Dublin | VM | 2021
275,29,Local Radio - Ulster,Radio,Dublin | VM | 2021
276,2881,Out of Home,OOH,VM | Dublin | 2020
276,2754,TV,TV,VM | Dublin | 2020
276,998,Social,Digital,VM | Dublin | 2020
276,613,Local Radio - Dublin,Radio,VM | Dublin | 2020
276,427,Online Media,Digital,VM | Dublin | 2020
276,413,National Newspaper,Print,VM | Dublin | 2020
276,385,National Radio,Radio,VM | Dublin | 2020
276,348,Magazine,Print,VM | Dublin | 2020
276,236,Audio - Digital,Digital,VM | Dublin | 2020
276,99,Regional Radio,Radio,VM | Dublin | 2020
276,78,Local Radio - Leinster (Excluding Dublin),Radio,VM | Dublin | 2020
276,48,Local Radio - Munster,Radio,VM | Dublin | 2020
276,33,Local Radio - Connaught,Radio,VM | Dublin | 2020
276,17,Local Radio - Ulster,Radio,VM | Dublin | 2020
277,1993,Out of Home,OOH,VM | Dublin
277,950,Magazine,Print,VM | Dublin
277,891,National Newspaper,Print,VM | Dublin
277,166,Audio - Digital,Digital,VM | Dublin
279,1993,Out of Home,OOH,VM | Dublin | 2019
279,950,Magazine,Print,VM | Dublin | 2019
279,891,National Newspaper,Print,VM | Dublin | 2019
279,166,Audio - Digital,Digital,VM | Dublin | 2019
280,977,Out of Home,OOH,Dublin - Married - Children in Home - Internet Preference over TV
280,901,TV,TV,Dublin - Married - Children in Home - Internet Preference over TV
280,680,Social,Digital,Dublin - Married - Children in Home - Internet Preference over TV
280,616,Magazine,Print,Dublin - Married - Children in Home - Internet Preference over TV
280,505,Podcast,Digital,Dublin - Married - Children in Home - Internet Preference over TV
280,485,Online Media,Digital,Dublin - Married - Children in Home - Internet Preference over TV
280,384,National Newspaper,Print,Dublin - Married - Children in Home - Internet Preference over TV
280,187,Local Radio - Dublin,Radio,Dublin - Married - Children in Home - Internet Preference over TV
280,129,VOD,TV,Dublin - Married - Children in Home - Internet Preference over TV
280,84,Regional Radio,Radio,Dublin - Married - Children in Home - Internet Preference over TV
280,74,National Radio,Radio,Dublin - Married - Children in Home - Internet Preference over TV
280,72,Local Radio - Leinster (Excluding Dublin),Radio,Dublin - Married - Children in Home - Internet Preference over TV
280,50,Local Radio - Munster,Radio,Dublin - Married - Children in Home - Internet Preference over TV
280,21,Local Radio - Connaught,Radio,Dublin - Married - Children in Home - Internet Preference over TV
280,16,Local Radio - Ulster,Radio,Dublin - Married - Children in Home - Internet Preference over TV
282,25858,TV,TV,Adults 35+
282,5901,Magazine,Print,Adults 35+
282,5728,Social,Digital,Adults 35+
282,4631,National Newspaper,Print,Adults 35+
282,4511,Out of Home,OOH,Adults 35+
282,2220,Podcast,Digital,Adults 35+
282,1999,National Radio,Radio,Adults 35+
282,1935,Online Media,Digital,Adults 35+
282,1064,VOD,TV,Adults 35+
282,1012,Local Radio - Dublin,Radio,Adults 35+
282,964,Local Radio - Munster,Radio,Adults 35+
282,873,Regional Radio,Radio,Adults 35+
282,704,Local Radio - Leinster (Excluding Dublin),Radio,Adults 35+
282,415,Local Radio - Connaught,Radio,Adults 35+
282,211,Local Radio - Ulster,Radio,Adults 35+
283,5269,TV,TV,35 - 55 | Leinster excluding Dublin
283,1027,Social,Digital,35 - 55 | Leinster excluding Dublin
283,842,National Newspaper,Print,35 - 55 | Leinster excluding Dublin
283,836,Magazine,Print,35 - 55 | Leinster excluding Dublin
283,694,Out of Home,OOH,35 - 55 | Leinster excluding Dublin
283,486,Online Media,Digital,35 - 55 | Leinster excluding Dublin
283,460,Local Radio - Leinster (Excluding Dublin),Radio,35 - 55 | Leinster excluding Dublin
283,349,National Radio,Radio,35 - 55 | Leinster excluding Dublin
283,320,Podcast,Digital,35 - 55 | Leinster excluding Dublin
283,309,Local Radio - Dublin,Radio,35 - 55 | Leinster excluding Dublin
283,273,Regional Radio,Radio,35 - 55 | Leinster excluding Dublin
283,226,VOD,TV,35 - 55 | Leinster excluding Dublin
283,141,Local Radio - Munster,Radio,35 - 55 | Leinster excluding Dublin
283,67,Local Radio - Connaught,Radio,35 - 55 | Leinster excluding Dublin
283,41,Local Radio - Ulster,Radio,35 - 55 | Leinster excluding Dublin
284,2765,TV,TV,"65+, Leinster excluding Dublin "
284,899,Magazine,Print,"65+, Leinster excluding Dublin "
284,514,National Newspaper,Print,"65+, Leinster excluding Dublin "
284,478,Out of Home,OOH,"65+, Leinster excluding Dublin "
284,302,Social,Digital,"65+, Leinster excluding Dublin "
284,194,Local Radio - Leinster (Excluding Dublin),Radio,"65+, Leinster excluding Dublin "
284,142,National Radio,Radio,"65+, Leinster excluding Dublin "
284,80,Podcast,Digital,"65+, Leinster excluding Dublin "
284,59,Online Media,Digital,"65+, Leinster excluding Dublin "
284,19,Regional Radio,Radio,"65+, Leinster excluding Dublin "
284,14,VOD,TV,"65+, Leinster excluding Dublin "
284,14,Local Radio - Dublin,Radio,"65+, Leinster excluding Dublin "
284,2,Local Radio - Ulster,Radio,"65+, Leinster excluding Dublin "
284,2,Local Radio - Connaught,Radio,"65+, Leinster excluding Dublin "
284,1,Local Radio - Munster,Radio,"65+, Leinster excluding Dublin "
285,4939,TV,TV,35-54 | Parent young family | Leinster Excluding Dublin | 
285,836,Social,Digital,35-54 | Parent young family | Leinster Excluding Dublin | 
285,771,National Newspaper,Print,35-54 | Parent young family | Leinster Excluding Dublin | 
285,742,Magazine,Print,35-54 | Parent young family | Leinster Excluding Dublin | 
285,620,Out of Home,OOH,35-54 | Parent young family | Leinster Excluding Dublin | 
285,403,Local Radio - Leinster (Excluding Dublin),Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
285,372,Online Media,Digital,35-54 | Parent young family | Leinster Excluding Dublin | 
285,286,National Radio,Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
285,257,Local Radio - Dublin,Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
285,235,Podcast,Digital,35-54 | Parent young family | Leinster Excluding Dublin | 
285,228,Regional Radio,Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
285,194,VOD,TV,35-54 | Parent young family | Leinster Excluding Dublin | 
285,125,Local Radio - Munster,Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
285,72,Local Radio - Connaught,Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
285,36,Local Radio - Ulster,Radio,35-54 | Parent young family | Leinster Excluding Dublin | 
287,2588,Social,Digital,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,2332,Magazine,Print,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,1269,Podcast,Digital,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,1024,National Newspaper,Print,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,801,Out of Home,OOH,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,760,TV,TV,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,580,Online Media,Digital,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,293,Regional Radio,Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,276,Local Radio - Munster,Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,176,VOD,TV,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,170,Local Radio - Leinster (Excluding Dublin),Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,162,Local Radio - Dublin,Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,123,National Radio,Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,84,Local Radio - Ulster,Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
287,78,Local Radio - Connaught,Radio,UCC Mosaic 1 | Age 16 - 23 | Expect to Finish School/Start College or University in the next 12 months
289,2229,TV,TV,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,577,Social,Digital,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,396,Magazine,Print,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,349,Out of Home,OOH,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,286,National Newspaper,Print,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,253,Podcast,Digital,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,226,National Radio,Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,216,Online Media,Digital,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,190,VOD,TV,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,149,Local Radio - Dublin,Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,128,Regional Radio,Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,104,Local Radio - Munster,Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,79,Local Radio - Leinster (Excluding Dublin),Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,31,Local Radio - Connaught,Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
289,16,Local Radio - Ulster,Radio,UCC Mosaic 2 | Age 41 - 59 | Secondary School Parent
290,2086,TV,TV,Furniture Buyers in Ireland
290,1499,Magazine,Print,Furniture Buyers in Ireland
290,827,National Newspaper,Print,Furniture Buyers in Ireland
290,785,Social,Digital,Furniture Buyers in Ireland
290,705,Out of Home,OOH,Furniture Buyers in Ireland
290,594,Podcast,Digital,Furniture Buyers in Ireland
290,594,Online Media,Digital,Furniture Buyers in Ireland
290,354,VOD,TV,Furniture Buyers in Ireland
290,351,National Radio,Radio,Furniture Buyers in Ireland
290,348,Local Radio - Munster,Radio,Furniture Buyers in Ireland
290,218,Regional Radio,Radio,Furniture Buyers in Ireland
290,177,Local Radio - Dublin,Radio,Furniture Buyers in Ireland
290,77,Local Radio - Leinster (Excluding Dublin),Radio,Furniture Buyers in Ireland
290,31,Local Radio - Connaught,Radio,Furniture Buyers in Ireland
290,22,Local Radio - Ulster,Radio,Furniture Buyers in Ireland
291,2628,Social,Digital,Females | 16 - 24
291,1174,Magazine,Print,Females | 16 - 24
291,1066,TV,TV,Females | 16 - 24
291,1017,Podcast,Digital,Females | 16 - 24
291,759,Out of Home,OOH,Females | 16 - 24
291,660,National Newspaper,Print,Females | 16 - 24
291,534,Online Media,Digital,Females | 16 - 24
291,316,Regional Radio,Radio,Females | 16 - 24
291,265,Local Radio - Munster,Radio,Females | 16 - 24
291,172,Local Radio - Leinster (Excluding Dublin),Radio,Females | 16 - 24
291,149,Local Radio - Dublin,Radio,Females | 16 - 24
291,119,VOD,TV,Females | 16 - 24
291,101,Local Radio - Ulster,Radio,Females | 16 - 24
291,85,Local Radio - Connaught,Radio,Females | 16 - 24
291,70,National Radio,Radio,Females | 16 - 24
292,3848,TV,TV,Parent of Child Goes to University in next 12 months
292,3389,Magazine,Print,Parent of Child Goes to University in next 12 months
292,1702,National Newspaper,Print,Parent of Child Goes to University in next 12 months
292,1236,Out of Home,OOH,Parent of Child Goes to University in next 12 months
292,973,Local Radio - Munster,Radio,Parent of Child Goes to University in next 12 months
292,951,Social,Digital,Parent of Child Goes to University in next 12 months
292,908,Podcast,Digital,Parent of Child Goes to University in next 12 months
292,661,Regional Radio,Radio,Parent of Child Goes to University in next 12 months
292,655,Local Radio - Leinster (Excluding Dublin),Radio,Parent of Child Goes to University in next 12 months
292,573,Online Media,Digital,Parent of Child Goes to University in next 12 months
292,386,Local Radio - Dublin,Radio,Parent of Child Goes to University in next 12 months
292,340,Local Radio - Connaught,Radio,Parent of Child Goes to University in next 12 months
292,329,VOD,TV,Parent of Child Goes to University in next 12 months
292,278,National Radio,Radio,Parent of Child Goes to University in next 12 months
292,205,Local Radio - Ulster,Radio,Parent of Child Goes to University in next 12 months
293,2867,TV,TV,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,823,Social,Digital,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,617,Out of Home,OOH,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,592,Podcast,Digital,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,447,National Newspaper,Print,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,420,Magazine,Print,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,390,National Radio,Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,349,VOD,TV,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,319,Online Media,Digital,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,106,Local Radio - Dublin,Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,81,Local Radio - Munster,Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,72,Regional Radio,Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,44,Local Radio - Leinster (Excluding Dublin),Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,22,Local Radio - Ulster,Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
293,11,Local Radio - Connaught,Radio,Males | Aged 40 - 59 | Work Full Time | ABC1 Social Grade
294,9737,TV,TV,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,2790,Magazine,Print,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,2021,Out of Home,OOH,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,1979,National Newspaper,Print,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,1658,Social,Digital,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,903,National Radio,Radio,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,699,VOD,TV,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,639,Online Media,Digital,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,472,Podcast,Digital,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,318,Local Radio - Munster,Radio,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,226,Local Radio - Dublin,Radio,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,200,Local Radio - Leinster (Excluding Dublin),Radio,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
294,180,Regional Radio,Radio,Adults 50+ | Home owner | Married/Divorced/ Widowed | Munster/Leinster/ Connaght | Urban backround
