SEC,CPU,GPU
1095,51.9,331.33203125
1098,13.9,346.7265625
1101,0.0,353.80859375
1104,47.9,363.890625
1107,1.0,369.4375
1110,3.0,373.71484375
1113,22.0,328.73828125
1116,1.0,335.75390625
1119,36.0,351.52734375
1122,16.0,359.21484375
1125,4.0,366.390625
1128,1.0,339.859375
1131,50.0,349.60546875
1134,0.0,338.44921875
1137,4.0,354.7265625
1140,0.0,364.9609375
1143,1.0,364.9609375
1146,1.0,364.9609375
1149,41.7,330.50390625
1152,0.0,337.62109375
1155,51.9,353.0
1158,2.0,357.67578125
1161,14.0,366.01171875
1164,0.0,367.05859375
1167,48.9,360.15234375
1170,1.0,361.19921875
1173,49.9,363.30859375
1176,2.0,363.35546875
1179,5.0,371.93359375
1182,8.0,327.1328125
1185,16.9,335.46484375
1188,45.9,339.61328125
1191,22.0,355.88671875
1194,41.7,344.55078125
1197,1.0,339.56640625
1200,49.8,350.40625
1203,0.0,356.2109375
1206,33.8,368.5234375
1209,32.0,369.87109375
1212,1.0,348.109375
1215,49.9,358.65234375
1218,1.0,359.71484375
1221,0.0,364.1171875
1224,0.0,370.40625
1227,42.7,344.078125
1230,23.8,344.140625
1233,2.0,351.58203125
1236,1.0,353.67578125
1239,8.0,370.76953125
1242,18.0,335.4765625
1245,1.0,336.546875
1248,1.0,340.7890625
1251,50.9,358.64453125
1254,1.0,350.75390625
1257,60.9,357.89453125
1260,0.0,342.65625
1263,52.9,359.43359375
1266,0.0,367.125
1269,40.7,374.2421875
1272,0.0,348.63671875
1275,51.9,350.74609375
1278,0.0,358.36328125
1281,13.9,376.421875
1284,11.9,364.796875
1287,1.0,372.29296875
2024-10-02 00:25:50.278341
0,35.0,82.8046875
2024-10-02 00:27:55.157206
0,43.0,88.84765625
3,17.0,236.57421875
6,9.0,244.56640625
9,19.0,253.07421875
12,9.0,259.26171875
15,8.0,266.73828125
18,11.0,271.12109375
21,18.0,277.56640625
24,14.0,281.94921875
27,17.0,288.65234375
30,11.0,292.51953125
33,12.0,296.90234375
36,11.0,302.57421875
39,12.0,308.24609375
42,13.0,312.11328125
45,14.0,318.04296875
48,14.0,323.71484375
51,13.0,328.09765625
54,12.9,331.96484375
57,13.0,331.96484375
60,14.0,331.96484375
63,14.0,331.96484375
66,14.0,331.96484375
69,20.0,332.99609375
72,16.0,332.99609375
75,15.0,332.99609375
78,15.0,332.99609375
81,15.0,332.99609375
84,15.0,332.99609375
87,0.0,333.25390625
90,16.0,333.25390625
93,15.0,333.76953125
96,17.0,333.76953125
99,16.0,333.76953125
102,21.0,334.02734375
105,20.0,334.02734375
108,18.0,334.28515625
111,17.0,334.28515625
114,6.0,334.80078125
117,1.0,334.80078125
120,19.9,334.80078125
123,22.0,334.80078125
126,33.0,334.2421875
129,22.0,335.78515625
132,1.0,335.78515625
135,16.0,335.78515625
138,0.0,335.78515625
141,19.0,335.78515625
144,21.0,335.78515625
147,19.0,335.78515625
150,19.0,336.04296875
153,17.0,336.81640625
156,18.0,336.81640625
159,19.0,336.81640625
162,19.0,336.81640625
165,1.0,336.81640625
168,21.0,337.07421875
171,20.0,337.07421875
174,15.0,339.13671875
177,20.0,341.71484375
180,20.0,342.859375
183,20.0,343.1171875
186,21.0,343.1171875
189,9.0,343.1171875
192,20.0,343.375
195,0.0,344.1484375
198,0.0,344.1484375
201,20.0,344.1484375
204,15.9,344.1484375
207,5.0,344.1484375
210,0.0,345.953125
213,17.9,348.7890625
216,10.0,349.33984375
219,21.0,351.48046875
222,21.0,352.5078125
225,21.0,353.0234375
228,2.0,353.0234375
231,22.0,353.0234375
234,22.0,353.0234375
237,5.0,353.0234375
240,22.0,353.0234375
243,20.0,354.0546875
246,22.0,354.0546875
249,22.0,354.05859375
252,23.0,354.05859375
255,1.0,354.05859375
258,23.0,354.05859375
261,16.0,354.05859375
264,22.0,351.234375
267,11.0,353.328125
270,23.0,355.12890625
273,23.0,355.12890625
276,23.0,355.12890625
279,4.0,355.12890625
282,20.0,355.12890625
285,1.0,355.12890625
288,24.0,355.12890625
291,0.0,355.12890625
294,24.0,356.16015625
297,18.0,337.2890625
300,23.0,338.4296875
303,3.9,339.71484375
306,19.0,339.71484375
309,26.0,339.7734375
312,1.0,339.7734375
315,18.9,340.03125
318,24.0,340.89453125
321,25.0,340.89453125
324,7.0,340.89453125
327,15.8,335.046875
330,24.0,336.78125
333,1.0,338.875
336,25.0,340.99609375
339,25.0,340.99609375
342,1.0,342.02734375
345,4.9,342.02734375
348,25.0,342.02734375
351,24.0,342.02734375
354,7.0,342.02734375
357,27.0,342.02734375
360,25.0,338.96875
363,1.0,342.3984375
366,25.0,344.19921875
369,29.0,344.19921875
372,20.9,344.19921875
375,27.0,344.19921875
378,27.0,344.19921875
381,24.0,344.19921875
384,24.8,340.3515625
387,1.0,341.3203125
390,2.0,342.4140625
393,24.0,344.48828125
396,1.0,345.26171875
399,30.0,345.26171875
402,29.0,345.26171875
405,25.0,345.26171875
408,0.0,345.26171875
411,1.0,345.26171875
414,6.0,348.26953125
417,1.0,348.28515625
420,3.0,349.37890625
423,14.0,351.453125
426,13.0,352.2265625
429,2.0,352.2265625
432,0.0,352.2265625
435,1.0,352.2265625
438,5.9,352.2265625
441,0.0,352.2265625
444,0.0,344.16015625
447,0.0,346.26953125
450,0.0,347.37890625
453,1.0,349.47265625
456,27.9,352.59375
459,1.0,353.109375
462,29.0,353.109375
465,27.0,353.109375
468,31.0,353.109375
471,1.0,353.109375
474,0.0,353.109375
477,30.0,343.34765625
480,1.0,344.39453125
483,1.0,346.50390625
486,1.0,348.59765625
489,1.0,350.69140625
492,11.0,354.0546875
495,1.0,354.0546875
498,3.0,354.0546875
501,22.0,354.0546875
504,4.0,354.0546875
507,0.0,354.3125
510,3.0,343.37890625
513,1.0,345.48828125
516,5.9,347.58203125
519,20.0,349.69140625
522,30.0,351.78515625
525,26.8,353.87890625
528,31.0,354.90625
531,30.0,355.1640625
534,28.0,355.1640625
537,29.0,355.1640625
540,30.0,355.1640625
543,20.0,345.45703125
546,30.0,347.55078125
549,24.0,350.66015625
552,0.0,351.76953125
555,6.9,353.87890625
558,25.0,355.96875
561,0.0,356.2265625
564,0.0,346.20703125
567,33.0,348.28515625
570,2.0,348.33203125
573,0.0,350.42578125
576,32.0,352.51953125
579,2.0,353.56640625
582,1.0,355.66015625
585,1.0,356.6875
588,4.0,350.26953125
591,10.0,349.95703125
594,27.0,351.06640625
597,23.0,353.16015625
600,5.0,354.20703125
603,34.0,357.375
606,24.8,357.7578125
609,43.9,354.046875
612,37.0,353.4375
615,3.0,354.484375
618,1.0,356.578125
621,2.0,358.6875
624,1.0,360.76171875
627,33.0,361.01953125
630,35.0,361.01953125
633,19.0,352.42578125
636,2.0,353.47265625
639,0.0,355.56640625
642,32.0,357.66015625
645,3.0,358.70703125
648,24.0,361.8125
651,0.0,362.328125
654,12.8,353.36328125
657,35.0,350.08203125
660,2.0,350.08203125
663,1.0,352.17578125
666,0.0,354.31640625
669,9.9,362.3359375
672,1.0,357.47265625
675,1.0,360.59765625
678,0.0,340.23046875
681,0.0,339.33984375
684,40.0,341.44921875
687,0.0,342.49609375
690,0.0,344.58984375
693,8.9,351.08203125
696,3.0,352.16015625
699,34.0,350.87890625
702,38.9,350.9140625
705,3.0,350.9609375
708,0.0,352.1171875
711,36.9,354.2109375
714,37.0,356.43359375
717,23.9,363.375
720,28.0,342.7265625
723,11.9,340.87109375
726,3.0,346.45703125
729,1.0,353.06640625
732,1.0,363.58203125
735,20.0,364.70703125
738,10.8,373.98046875
741,3.0,379.8515625
744,40.7,339.48046875
747,1.0,340.52734375
750,4.0,342.62109375
753,44.0,350.39453125
756,9.9,358.40625
759,0.0,352.55859375
762,3.0,358.453125
765,46.9,348.578125
768,39.0,350.671875
771,42.0,352.765625
774,1.0,352.8125
777,13.9,355.0078125
780,37.0,361.7578125
783,0.0,364.73046875
786,1.0,338.62109375
789,17.0,340.71484375
792,4.0,347.640625
795,1.0,357.15234375
798,1.0,361.84375
801,40.0,377.42578125
804,1.0,387.22265625
807,22.0,341.24609375
810,12.0,342.33984375
813,0.0,343.38671875
816,38.0,345.48046875
819,4.0,351.484375
822,0.0,353.609375
825,4.0,351.6640625
828,1.0,346.7734375
831,0.0,348.8828125
834,0.0,349.9765625
837,0.0,351.0234375
840,41.0,353.1875
843,22.9,354.34375
846,2.0,344.3515625
849,0.0,346.4921875
852,2.0,352.7734375
855,0.0,354.8984375
858,0.0,363.28125
861,18.0,369.671875
864,41.0,376.00390625
867,0.0,377.08203125
870,2.0,378.14453125
873,0.0,372.53515625
876,23.8,374.62890625
879,39.9,375.67578125
882,26.0,376.734375
885,37.8,378.83203125
888,0.0,378.87890625
891,37.0,356.53515625
894,1.0,356.58203125
897,40.0,358.69140625
900,41.0,360.78515625
903,16.0,362.87890625
906,48.9,348.85546875
909,33.8,338.93359375
912,0.0,338.93359375
915,41.0,342.04296875
918,43.9,343.13671875
921,28.8,344.21484375
924,3.0,344.23046875
927,0.0,351.73046875
930,29.0,345.84765625
933,4.0,346.89453125
936,0.0,349.00390625
939,1.0,350.05078125
942,16.0,353.16015625
945,40.9,354.26953125
948,1.0,354.32421875
951,0.0,355.39453125
954,0.0,346.42578125
957,27.0,347.50390625
960,3.0,347.50390625
963,29.8,349.59765625
966,1.0,350.6953125
969,29.0,357.484375
972,1.0,359.578125
975,32.0,341.41796875
978,3.0,341.48046875
981,1.0,343.57421875
984,44.0,351.3046875
987,3.0,352.375
990,17.0,360.25390625
993,42.9,367.1015625
996,2.0,357.1484375
999,1.0,360.2578125
1002,44.9,362.3828125
1005,26.0,362.46875
1008,3.0,368.32421875
1011,50.9,341.32421875
1014,44.0,339.35546875
1017,44.9,340.44921875
1020,3.0,347.25
1023,1.0,355.2578125
1026,19.0,364.29296875
1029,7.0,340.77734375
1032,18.0,341.88671875
1035,47.9,342.93359375
1038,1.0,343.98046875
1041,0.0,351.95703125
1044,47.9,353.01171875
1047,15.9,354.06640625
1050,1.0,351.0859375
1053,5.9,352.1328125
1056,47.9,354.2265625
1059,0.0,356.2890625
1062,2.0,357.3828125
1065,17.0,359.4765625
1068,19.0,352.7109375
1071,11.9,373.60546875
1074,0.0,355.8515625
1077,26.8,357.9453125
1080,2.0,357.9453125
1083,31.8,353.32421875
1086,1.0,353.265625
1089,12.9,352.33984375
1092,1.0,353.38671875
1095,46.9,355.48046875
1098,34.8,352.69921875
1101,11.9,352.76171875
1104,48.7,354.85546875
1107,0.0,356.91796875
1110,33.0,364.29296875
1113,48.9,342.83984375
1116,29.8,344.93359375
1119,0.0,352.12890625
1122,2.0,359.5390625
1125,48.9,361.68359375
1128,0.0,353.71484375
1131,48.9,355.8046875
1134,14.7,375.69921875
1137,0.0,357.9609375
1140,3.0,370.09375
1143,4.0,371.49609375
1146,1.0,373.60546875
1149,27.9,375.69921875
1152,47.9,378.80859375
1155,0.0,347.90234375
1158,39.9,340.98046875
1161,0.0,348.34375
1164,2.0,355.88671875
1167,1.0,363.40234375
1170,20.0,370.96875
1173,0.0,366.046875
1176,1.0,367.078125
1179,40.7,372.2265625
1182,34.8,372.3359375
1185,0.0,373.390625
1188,39.8,338.71484375
1191,0.0,346.2734375
1194,50.0,348.3828125
1197,1.0,355.94140625
1200,56.9,340.04296875
1203,1.0,341.04296875
1206,2.0,342.2109375
1209,0.0,349.7265625
1212,51.9,364.12109375
1215,12.0,365.18359375
1218,1.0,361.23046875
1221,34.0,364.35546875
1224,7.0,378.65234375
1227,20.0,379.890625
1230,2.0,380.96875
1233,1.0,380.77734375
1236,28.8,382.87109375
1239,7.0,383.91796875
1242,0.0,384.96484375
1245,0.0,358.7578125
1248,0.0,340.15234375
1251,52.9,346.9140625
1254,0.0,347.98046875
1257,2.0,354.078125
1260,54.9,351.29296875
1263,0.0,345.30859375
1266,50.9,354.1484375
1269,1.0,361.30078125
1272,35.0,379.4609375
1275,3.0,382.30078125
1278,21.0,353.62890625
1281,52.9,369.40625
1284,0.0,363.70703125
1287,50.9,378.47265625
1290,0.0,365.84765625
1293,3.0,372.61328125
1296,31.0,347.13671875
1299,4.0,359.31640625
1302,39.9,385.7265625
1305,7.0,392.0390625
1308,39.0,347.46484375
1311,6.0,352.31640625
1314,20.9,368.890625
1317,46.7,390.30078125
1320,1.0,398.6328125
1323,3.0,398.6796875
1326,49.9,400.82421875
1329,0.0,402.87109375
1332,4.0,402.890625
1335,47.9,351.625
1338,49.9,352.65625
1341,37.8,356.484375
1344,50.9,368.96484375
1347,0.0,377.15625
1350,58.9,339.57421875
1353,0.0,340.58984375
1356,54.9,349.79296875
1359,0.0,363.359375
1362,52.9,386.2109375
1365,0.0,387.4375
1368,55.9,389.609375
1371,53.9,390.65625
1374,1.0,391.6875
1377,59.9,354.72265625
1380,0.0,354.75390625
1383,1.0,361.1171875
1386,8.0,385.67578125
1389,1.0,389.83203125
1392,5.0,394.3125
1395,55.9,341.60546875
1398,0.0,342.66796875
1401,4.0,349.03125
1404,57.9,368.5234375
1407,0.0,375.03125
1410,23.0,338.96484375
1413,0.0,347.5859375
1416,24.0,354.00390625
1419,18.0,355.95703125
1422,11.9,345.57421875
1425,4.0,345.61328125
1428,18.8,367.3046875
1431,0.0,373.78125
1434,2.0,379.359375
1437,61.9,356.11328125
1440,0.0,357.11328125
1443,0.0,358.17578125
1446,32.8,360.26953125
1449,0.0,361.31640625
1452,55.9,356.37890625
1455,0.0,357.45703125
1458,53.7,360.56640625
1461,8.0,360.61328125
1464,0.0,345.12109375
1467,56.9,342.21484375
1470,1.0,342.26171875
1473,56.9,344.35546875
1476,0.0,345.40234375
1479,24.0,352.69921875
1482,0.0,359.5390625
1485,3.0,361.5078125
1488,59.9,362.65234375
1491,0.0,358.68359375
1494,32.8,359.79296875
1497,58.9,360.83984375
1500,0.0,361.92578125
1503,7.0,346.08203125
1506,53.4,346.77734375
1509,0.0,346.890625
1512,1.0,347.95703125
1515,27.8,351.06640625
1518,1.0,346.11328125
1521,6.0,347.03515625
1524,53.9,356.10546875
1527,2.0,362.94921875
1530,62.9,362.71875
1533,54.7,339.71484375
1536,54.7,348.7265625
1539,0.0,363.16796875
1542,21.0,370.03125
1545,8.0,385.78125
1548,6.0,341.0078125
1551,4.0,342.08984375
1554,0.0,348.9296875
1557,0.0,355.796875
1560,1.0,367.58203125
1563,0.0,339.2421875
1566,15.0,395.4375
1569,55.6,370.4921875
1572,57.6,386.8515625
1575,44.9,393.55078125
1578,48.9,404.28125
1581,39.0,405.09375
1584,39.0,406.140625
1587,1.0,407.1875
1590,11.0,434.76953125
1593,38.9,356.2265625
1596,15.0,357.29296875
1599,2.0,360.1875
1602,15.0,407.3359375
1605,54.9,389.12890625
1608,0.0,344.78515625
1611,3.0,352.50390625
1614,15.0,399.39453125
1617,35.8,382.53515625
1620,18.9,386.72265625
1623,35.8,372.91796875
1626,44.9,347.03125
1629,15.0,379.5703125
1632,13.0,379.52734375
1635,13.9,387.58203125
1638,15.0,393.51171875
1641,43.7,385.90625
1644,12.0,407.55859375
1647,13.0,407.55859375
1650,15.0,415.35546875
1653,17.8,417.0
1656,47.9,410.18359375
1659,23.6,426.20703125
1662,1.0,371.59765625
1665,14.9,391.98046875
1668,16.0,391.96484375
1671,25.0,376.80859375
1674,54.9,380.63671875
1677,3.0,380.6875
1680,4.0,381.75
1683,16.0,405.84765625
1686,15.0,419.7734375
1689,16.0,426.05078125
1692,21.0,440.0234375
1695,16.0,440.06640625
1698,2.0,424.359375
1701,16.0,440.09765625
1704,17.0,440.0859375
1707,42.7,430.58203125
1710,46.0,356.5234375
1713,45.9,362.33984375
1716,0.0,369.61328125
1719,2.0,385.76953125
1722,16.0,420.19140625
1725,21.9,429.3515625
1728,48.7,362.64453125
1731,46.9,370.96875
1734,46.9,386.15625
1737,48.9,394.46484375
1740,0.0,401.1171875
1743,0.0,384.80859375
1746,0.0,350.1640625
1749,21.9,359.98046875
1752,48.9,361.04296875
1755,25.0,371.00390625
1758,21.0,379.34765625
1761,40.0,388.54296875
1764,47.9,390.60546875
1767,13.7,392.671875
1770,23.9,402.625
1773,48.0,403.69140625
1776,30.0,413.0703125
1779,52.9,415.875
1782,46.9,355.7421875
1785,28.0,364.55859375
1788,0.0,365.62109375
1791,0.0,374.578125
1794,0.0,382.02734375
1797,0.0,397.33984375
1800,46.9,355.0625
1803,34.8,363.875
1806,10.9,365.94140625
1809,12.0,391.77734375
1812,46.9,385.3515625
1815,14.0,408.41015625
1818,18.0,379.6875
1821,0.0,363.1328125
1824,0.0,364.1953125
1827,5.0,378.09375
1830,1.0,388.0703125
1833,2.0,366.92578125
1836,1.0,367.95703125
1839,0.0,371.36328125
1842,0.0,379.86328125
1845,0.0,386.91796875
1848,0.0,396.875
1851,15.0,377.5234375
1854,15.0,395.82421875
1857,35.8,379.63671875
1860,15.0,403.41015625
1863,0.0,389.46875
1866,2.0,389.46875
1869,0.0,396.61328125
1872,26.0,404.15234375
1875,16.9,368.921875
1878,0.0,367.96875
1881,20.9,370.05078125
1884,19.0,387.96875
1887,5.0,385.00390625
1890,5.0,399.109375
1893,5.0,407.703125
1896,4.0,370.20703125
1899,1.0,371.26953125
1902,21.0,373.33203125
1905,0.0,388.359375
1908,29.0,402.53515625
1911,0.0,402.53515625
1914,3.0,402.53515625
1917,1.0,412.23828125
1920,0.0,369.4921875
1923,0.0,371.55859375
1926,49.9,372.62109375
1929,40.0,387.71875
1932,25.0,401.96484375
1935,52.7,351.015625
1938,20.0,379.9453125
1941,5.0,366.11328125
1944,18.0,393.09765625
1947,19.0,398.4609375
1950,23.4,411.0390625
1953,18.0,405.16796875
1956,4.0,354.93359375
1959,2.0,369.1328125
1962,18.0,399.6953125
1965,17.0,394.2890625
1968,45.7,349.5234375
1971,18.9,364.78125
1974,18.0,393.1953125
1977,36.8,382.2578125
1980,17.0,401.07421875
1983,4.0,391.2734375
1986,0.0,405.70703125
1989,0.0,350.8125
1992,0.0,365.140625
1995,1.0,380.63671875
1998,0.0,382.6875
2001,0.0,391.6875
2004,0.0,349.1171875
2007,48.9,364.47265625
2010,47.9,374.41015625
2013,48.9,382.0625
2016,15.0,399.07421875
2019,55.9,384.92578125
2022,43.7,357.1484375
2025,1.0,386.59375
2028,1.0,400.265625
2031,16.0,400.34765625
2034,2.0,389.28515625
2037,12.0,398.15625
2040,31.0,349.59765625
2043,31.0,366.12890625
2046,0.0,381.80078125
2049,48.9,382.84765625
2052,47.9,392.86328125
2055,54.9,408.5703125
2058,47.9,355.90234375
2061,47.9,370.48828125
2064,1.0,370.48828125
2067,1.0,370.48828125
2070,1.0,370.48828125
2073,0.0,384.23046875
2076,0.0,399.4375
2079,0.0,386.29296875
2082,0.0,395.29296875
2085,0.0,357.05078125
2088,7.0,372.7109375
2091,47.9,383.65234375
2094,43.0,391.56640625
2097,48.9,399.5078125
2100,47.9,352.3828125
2103,48.9,367.10546875
2106,50.9,382.9609375
2109,49.9,385.01171875
2112,51.9,395.01171875
2115,56.9,352.6875
2118,45.7,362.453125
2121,15.0,379.98046875
2124,45.7,386.4140625
2127,48.9,395.41796875
2130,39.0,352.9609375
2133,20.0,380.0859375
2136,2.0,362.71875
2139,0.0,368.7890625
2142,39.0,384.7734375
2145,49.9,386.8203125
2148,0.0,401.76953125
2151,52.9,364.12109375
2154,48.9,365.12109375
2157,49.7,367.18359375
2160,0.0,394.05078125
2163,20.0,400.14453125
2166,3.0,385.1796875
2169,1.0,394.1875
2172,0.0,349.41015625
2175,0.0,379.88671875
2178,15.0,394.015625
2181,21.0,400.26171875
2184,1.0,383.5234375
2187,0.0,393.52734375
2190,0.0,350.68359375
2193,38.8,365.6875
2196,51.9,381.8515625
2199,34.8,383.8984375
2202,52.9,393.91796875
2205,37.0,392.859375
2208,51.7,356.0703125
2211,52.7,372.17578125
2214,37.8,383.12109375
2217,31.8,391.46484375
2220,30.8,384.515625
2223,16.0,407.71484375
2226,5.0,357.35546875
2229,1.0,373.5078125
2232,0.0,383.4453125
2235,50.9,390.8515625
2238,52.0,384.8984375
2241,1.0,407.83984375
2244,18.0,387.33984375
2247,19.0,401.4765625
2250,21.0,401.578125
2253,21.0,408.01171875
2256,0.0,383.515625
2259,1.0,355.91796875
2262,2.0,355.91796875
2265,31.0,372.171875
2268,20.0,387.59375
2271,13.0,407.95703125
2274,18.0,415.1328125
2277,2.0,405.078125
2280,2.0,401.03125
2283,1.0,384.59375
2286,1.0,386.66015625
2289,0.0,403.02734375
2292,13.9,402.98046875
2295,1.0,426.1796875
2298,19.0,396.10546875
2301,4.0,373.94140625
2304,0.0,376.99609375
2307,2.0,376.99609375
2310,11.7,396.0703125
2313,23.9,384.84375
2316,18.0,403.66015625
2319,4.0,383.90625
2322,2.0,383.953125
2325,23.0,403.83203125
2328,0.0,387.0625
2331,1.0,387.0625
2334,1.0,387.0625
2337,1.0,382.09375
2340,0.0,383.140625
2343,7.9,384.20703125
2346,0.0,386.25390625
2349,49.9,394.015625
2352,55.9,396.98046875
2355,49.9,395.00390625
2358,1.0,418.4609375
2361,11.0,376.76171875
2364,19.0,403.92578125
2367,20.0,403.88671875
2370,27.0,411.7109375
2373,5.0,390.5390625
2376,20.9,411.70703125
2379,4.0,393.6796875
2382,3.0,401.55078125
2385,1.0,418.3359375
2388,0.0,388.90234375
2391,0.0,390.96484375
2394,52.9,393.03125
2397,16.0,411.84765625
2400,22.0,419.10546875
2403,3.0,404.4140625
2406,0.0,406.81640625
2409,0.0,408.86328125
2412,8.9,439.796875
2415,18.0,427.4296875
2418,5.0,412.98046875
2421,0.0,382.58984375
2424,20.9,348.953125
2427,5.0,392.578125
2430,49.9,373.640625
2433,1.0,395.03515625
2436,54.7,351.09765625
2439,36.0,367.95703125
2442,50.9,377.8984375
2445,1.0,395.16796875
2448,9.9,388.0546875
2451,24.0,403.00390625
2454,0.0,365.359375
2457,3.0,366.34375
2460,2.0,387.48046875
2463,9.8,395.3203125
2466,20.0,395.30859375
2469,22.0,402.23046875
2472,1.0,378.4921875
2475,1.0,379.5234375
2478,2.0,381.6796875
2481,1.0,391.265625
2484,0.0,400.859375
2487,58.9,349.95703125
2490,51.9,366.8671875
2493,21.0,395.28125
2496,15.9,402.62890625
2499,0.0,391.65625
2502,52.9,402.28125
2505,57.9,351.18359375
2508,9.0,380.11328125
2511,0.0,380.3125
2514,22.0,395.390625
2517,17.9,395.4765625
2520,0.0,380.51953125
2523,23.7,349.32421875
2526,51.9,366.46484375
2529,1.0,395.39453125
2532,5.0,376.40625
2535,0.0,385.79296875
2538,0.0,350.51171875
2541,30.0,367.72265625
2544,18.9,378.6796875
2547,3.0,378.6796875
2550,0.0,388.12890625
2553,2.0,402.8203125
2556,20.0,403.3828125
2559,23.0,387.76171875
2562,24.0,387.6796875
2565,2.0,371.23046875
2568,0.0,379.05078125
2571,3.0,387.5546875
2574,57.9,379.609375
2577,51.9,379.65625
2580,0.0,403.11328125
2583,4.0,381.77734375
2586,1.0,391.55078125
2589,7.0,402.328125
2592,0.0,418.56640625
2595,15.9,380.39453125
2598,1.0,366.65234375
2601,24.3,384.1640625
2604,2.0,394.0078125
2607,50.9,403.73828125
2610,25.0,351.62109375
2613,26.8,359.359375
2616,3.0,359.359375
2619,0.0,369.015625
2622,39.8,378.95703125
2625,0.0,395.7109375
2628,2.0,381.65234375
2631,15.0,350.78125
2634,50.7,369.2734375
2637,2.0,395.8828125
2640,5.0,379.20703125
2643,0.0,385.93359375
2646,42.9,350.98046875
2649,41.7,368.51953125
2652,10.0,395.90234375
2655,6.9,378.45703125
2658,2.0,387.23046875
2661,54.9,389.27734375
2664,3.0,389.27734375
2667,56.9,368.8984375
2670,51.9,369.8984375
2673,0.0,388.19921875
2676,17.9,396.0234375
2679,6.0,380.8046875
2682,1.0,391.6640625
2685,40.9,383.1484375
2688,20.0,403.76953125
2691,24.0,403.86328125
2694,19.9,388.1015625
2697,0.0,378.125
2700,50.9,388.06640625
2703,1.0,404.046875
2706,5.0,352.77734375
2709,0.0,361.52734375
2712,54.0,370.46484375
2715,12.9,388.3125
2718,46.9,367.7578125
2721,21.0,388.37890625
2724,23.9,388.25390625
2727,51.9,370.74609375
2730,53.9,378.7421875
2733,52.9,372.87109375
2736,1.0,396.12890625
2739,5.0,377.84765625
2742,26.0,380.26171875
2745,20.9,388.51171875
2748,0.0,374.109375
2751,42.9,368.33984375
2754,0.0,396.296875
2757,26.0,388.15625
2760,1.0,379.17578125
2763,0.0,374.29296875
2766,2.0,396.26171875
2769,1.0,384.3046875
2772,0.0,360.640625
2775,10.0,398.53515625
2778,14.0,360.62890625
2781,24.0,388.52734375
2784,0.0,362.82421875
2787,0.0,379.609375
2790,36.0,367.609375
2793,1.0,388.23046875
2796,26.0,388.19921875
2799,0.0,376.6640625
2802,42.0,377.734375
2805,18.0,396.29296875
2808,0.0,396.296875
2811,26.0,388.17578125
2814,1.0,377.890625
2817,0.0,379.9609375
2820,51.9,381.0
2823,40.9,376.0703125
2826,0.0,368.0625
2829,22.0,378.36328125
2832,26.0,396.69921875
2835,31.0,396.703125
2838,28.0,396.7265625
2841,0.0,368.45703125
2844,53.9,368.4609375
2847,2.0,388.56640625
2850,21.0,396.6875
2853,4.0,380.69921875
2856,0.0,381.7421875
2859,1.0,396.69140625
2862,7.0,368.6796875
2865,25.8,396.71875
2868,1.0,372.8515625
2871,2.0,387.93359375
2874,0.0,360.2109375
2877,51.9,359.25390625
2880,0.0,388.69921875
2883,13.8,388.65625
2886,2.0,370.1484375
2889,0.0,379.09375
2892,29.0,366.94140625
2895,1.0,366.94140625
2898,0.0,378.15625
2901,51.9,379.26953125
2904,54.9,380.33984375
2907,19.7,360.73046875
2910,0.0,381.125
2913,25.0,388.71484375
2916,4.0,369.6015625
2919,0.0,371.671875
2922,0.0,381.6328125
2925,9.9,375.28515625
2928,45.7,385.58203125
2931,2.0,404.65625
2934,2.0,387.63671875
2937,22.0,404.6484375
2940,16.9,404.47265625
2943,0.0,358.20703125
2946,54.9,359.2734375
2949,39.8,368.109375
2952,13.0,396.78125
2955,27.0,404.7109375
2958,0.0,387.03125
2961,32.0,359.46875
2964,7.0,400.45703125
2967,28.0,388.7265625
2970,0.0,369.37109375
2973,1.0,396.75390625
2976,1.0,396.75390625
2979,0.0,378.3359375
2982,1.0,404.6875
2985,9.0,380.98046875
2988,3.0,357.765625
2991,0.0,359.80078125
2994,1.0,388.98828125
2997,2.0,396.77734375
3000,27.0,396.8671875
3003,5.0,375.69921875
3006,0.0,367.41015625
3009,2.0,388.8046875
3012,27.0,397.32421875
3015,0.0,379.31640625
3018,19.0,380.4296875
3021,27.0,404.71875
3024,5.0,359.33203125
3027,2.0,358.33984375
3030,0.0,368.171875
3033,47.7,378.13671875
3036,1.0,404.74609375
3039,13.0,381.28125
3042,13.9,381.21484375
3045,1.0,361.59765625
3048,1.0,388.98046875
3051,0.0,371.43359375
3054,53.9,381.39453125
3057,0.0,381.34375
3060,12.9,381.31640625
3063,1.0,362.80859375
3066,0.0,364.86328125
3069,16.0,374.6953125
3072,1.0,396.921875
3075,27.0,396.828125
3078,5.0,366.265625
3081,0.0,376.33203125
3084,55.9,378.3984375
3087,0.0,397.47265625
3090,24.8,397.49609375
3093,0.0,368.98828125
3096,0.0,380.52734375
3099,56.9,382.6015625
3102,18.0,382.703125
3105,25.0,404.9296875
3108,0.0,360.515625
3111,53.9,361.5390625
3114,1.0,389.1796875
3117,24.0,397.20703125
3120,0.0,381.3359375
3123,23.0,360.7265625
3126,46.7,361.75
3129,2.0,381.33984375
3132,24.8,381.3125
3135,0.0,366.87109375
3138,30.0,375.703125
3141,59.9,369.08984375
3144,32.3,410.3359375
3147,24.0,397.26171875
3150,29.0,397.26953125
3153,0.0,382.8359375
